codigo_vaga,ultimo_salario_candidato,nivel_candidato,formacao_candidato,cidade_candidato,nivel_ingles_candidato,nivel_espanhol_candidato,mediana_teste_logica_candidato,mediana_teste_outros_candidato,cargo_vaga,nivel_vaga,formacao_vaga,aprovado_vaga
1,1,8,2,9,2.0,3.0,0.0,3.200000047683716,0,0,1,0
1,1,8,2,0,4.0,2.0,7.329999923706055,1.5,0,0,1,0
1,2,3,2,5,3.0,0.0,9.0,6.299999952316284,0,0,1,0
1,3,6,2,1,3.0,1.0,7.340000152587891,2.9000000953674316,0,0,1,0
1,4,1,2,0,3.0,2.0,7.329999923706055,5.400000095367432,0,0,1,1
1,1,2,2,0,4.0,1.0,6.800000190734863,10.0,0,0,1,0
1,1,1,2,1,4.0,2.0,6.650000095367432,7.799999952316284,0,0,1,0
1,3,1,2,3,4.0,1.0,7.1600000858306885,8.5,0,0,1,0
1,4,1,2,0,3.0,0.0,5.320000171661377,1.1,0,0,1,0
1,1,2,2,0,3.0,4.0,8.399999618530273,5.699999809265137,0,0,1,0
1,1,6,2,2,4.0,2.0,5.980000019073486,1.2,0,0,1,0
1,3,3,2,0,2.0,1.0,5.06000018119812,3.200000047683716,0,0,1,0
1,1,2,2,11,3.0,0.0,6.0,4.0,0,0,1,0
1,4,4,2,0,4.0,1.0,5.320000171661377,5.3999998569488525,0,0,1,0
1,1,2,2,0,4.0,0.0,7.329999923706055,6.800000190734863,0,0,1,0
1,4,3,3,3,3.0,0.0,3.3399999141693115,5.100000023841858,0,0,1,0
1,1,1,2,0,4.0,2.0,5.340000152587891,6.849999904632568,0,0,1,0
1,1,4,2,0,4.0,1.0,4.659999847412109,4.5,0,0,1,0
1,2,4,3,1,3.0,0.0,7.0,8.0,0,0,1,0
1,2,4,3,0,4.0,1.0,3.7450000047683716,5.0,0,0,1,0
1,2,4,2,3,4.0,3.0,5.325000047683716,6.349999904632568,0,0,1,0
1,1,1,2,0,3.0,2.0,5.989999771118164,6.5,0,0,1,0
1,1,1,2,1,2.0,1.0,5.6650002002716064,4.900000095367432,0,0,1,0
1,2,4,2,0,3.0,2.0,6.670000076293945,4.699999809265137,0,0,1,0
1,5,1,2,0,4.0,4.0,6.75,9.0,0,0,1,0
1,1,2,2,3,4.0,0.0,9.329999923706055,6.299999952316284,0,0,1,0
1,3,1,2,0,4.0,1.0,6.0,6.0,0,0,1,0
1,1,2,2,0,3.0,2.0,7.989999771118164,8.199999809265137,0,0,1,0
1,3,4,2,0,3.0,2.0,5.320000171661377,5.199999809265137,0,0,1,0
1,5,1,3,0,4.0,2.0,8.0,9.0,0,0,1,0
1,1,3,2,4,3.0,1.0,4.0,6.400000095367432,0,0,1,0
1,4,3,2,1,4.0,4.0,3.9950000047683716,5.599999904632568,0,0,1,0
1,1,2,3,0,4.0,1.0,6.659999847412109,9.200000047683716,0,0,1,0
1,2,4,2,3,4.0,2.0,9.0,7.099999904632568,0,0,1,0
1,1,2,2,3,0.0,0.0,0.0,10.0,0,0,1,0
1,4,1,2,0,3.0,1.0,9.329999923706055,9.0,0,0,1,0
1,2,4,2,5,3.0,1.0,1.5,3.4000000953674316,0,0,1,0
1,5,1,2,6,4.0,1.0,8.65999984741211,7.199999809265137,0,0,1,0
1,1,2,2,0,4.0,2.0,6.659999847412109,8.099999904632568,0,0,1,0
1,4,3,2,1,3.0,0.0,6.670000076293945,8.0,0,0,1,0
1,3,3,2,0,3.0,1.0,8.65999984741211,5.0,0,0,1,0
1,1,3,2,0,3.0,0.0,7.329999923706055,7.0,0,0,1,0
1,4,1,2,0,3.0,1.0,5.494999885559082,7.0,0,0,1,0
1,4,1,2,0,4.0,1.0,6.659999847412109,5.599999904632568,0,0,1,0
1,1,1,2,0,4.0,3.0,9.329999923706055,8.5,0,0,1,0
1,4,3,2,9,4.0,1.0,7.0,10.0,0,0,1,0
1,2,1,2,0,4.0,2.0,6.0,4.800000190734863,0,0,1,0
1,1,4,2,1,4.0,1.0,6.670000076293945,9.0,0,0,1,0
1,1,9,2,0,4.0,1.0,6.659999847412109,9.0,0,0,1,0
1,4,1,2,0,4.0,1.0,7.320000171661377,7.0,0,0,1,0
1,5,7,2,0,4.0,1.0,7.989999771118164,8.199999809265137,0,0,1,0
1,4,3,3,0,4.0,3.0,5.329999923706055,6.75,0,0,1,0
1,5,5,2,0,4.0,1.0,7.5,7.199999809265137,0,0,1,0
1,3,3,3,4,4.0,0.0,8.0,5.849999904632568,0,0,1,0
1,4,5,3,0,3.0,1.0,7.599999904632568,6.700000047683716,0,0,1,0
1,5,1,2,3,4.0,2.0,6.659999847412109,9.0,0,0,1,0
1,3,1,2,3,4.0,0.0,5.9700000286102295,7.0,0,0,1,0
1,1,1,2,0,3.0,0.0,5.414999961853027,6.049999952316284,0,0,1,0
1,4,3,2,10,4.0,2.0,7.0,7.299999952316284,0,0,1,0
1,2,3,2,0,4.0,4.0,8.0,5.0,0,0,1,0
1,2,2,2,0,3.0,0.0,8.0,5.400000095367432,0,0,1,0
1,4,1,2,0,4.0,0.0,6.659999847412109,7.199999809265137,0,0,1,0
1,3,1,2,0,3.0,0.0,7.199999809265137,9.0,0,0,1,0
1,2,2,2,0,3.0,2.0,9.25,8.199999809265137,0,0,1,0
1,1,2,2,3,3.0,0.0,6.900000095367432,8.300000190734863,0,0,1,0
1,2,4,2,0,3.0,2.0,7.340000152587891,8.199999809265137,0,0,1,0
1,1,1,2,0,4.0,0.0,7.989999771118164,7.75,0,0,1,0
1,1,1,2,0,4.0,1.0,5.25,8.199999809265137,0,0,1,0
1,1,2,2,3,4.0,1.0,7.264999866485596,7.400000095367432,0,0,1,0
1,1,1,2,0,4.0,1.0,6.800000190734863,4.200000047683716,0,0,1,0
1,2,2,2,0,3.0,0.0,7.599999904632568,8.400000095367432,0,0,1,0
1,2,2,2,0,3.0,1.0,7.5,9.0,0,0,1,0
1,3,2,2,0,3.0,1.0,7.989999771118164,8.25,0,0,1,0
1,1,8,2,4,3.0,0.0,6.5,6.599999904632568,0,0,1,0
1,4,3,3,0,3.0,2.0,7.199999809265137,6.149999976158142,0,0,1,0
1,4,8,2,0,4.0,1.0,5.0,5.199999809265137,0,0,1,0
1,5,3,3,1,3.0,0.0,8.0,8.0,0,0,1,0
1,1,3,2,0,1.0,1.0,6.659999847412109,6.450000047683716,0,0,1,0
1,2,2,2,0,4.0,0.0,7.329999923706055,9.0,0,0,1,0
1,2,9,2,0,3.0,3.0,6.659999847412109,5.599999904632568,0,0,1,0
1,1,2,2,0,4.0,0.0,8.0,6.5,0,0,1,0
1,1,2,2,0,3.0,3.0,7.994999885559082,8.849999904632568,0,0,1,0
1,1,4,2,1,3.0,1.0,6.0,6.5,0,0,1,0
1,1,1,2,4,4.0,2.0,6.670000076293945,8.399999618530273,0,0,1,0
1,3,3,3,14,2.0,2.0,5.989999771118164,8.399999618530273,0,0,1,1
1,1,2,2,10,3.0,1.0,6.659999847412109,6.400000095367432,0,0,1,0
1,1,2,2,7,4.0,2.0,6.8399999141693115,9.0,0,0,1,0
1,3,4,2,4,3.0,1.0,6.0,7.25,0,0,1,0
1,1,2,3,1,4.0,1.0,7.329999923706055,6.800000190734863,0,0,1,0
1,2,1,2,0,3.0,1.0,7.989999771118164,8.5,0,0,1,0
1,2,2,2,1,1.0,1.0,0.0,3.9000000953674316,0,0,1,0
1,2,3,3,0,3.0,2.0,5.989999771118164,6.800000190734863,0,0,1,0
1,3,4,2,1,4.0,1.0,8.0,6.0,0,0,1,0
1,4,5,3,0,4.0,2.0,5.0,6.800000190734863,0,0,1,0
1,2,3,3,4,2.0,0.0,8.670000076293945,7.599999904632568,0,0,1,0
1,1,3,2,6,3.0,1.0,6.659999847412109,5.199999809265137,0,0,1,0
1,3,1,2,0,4.0,2.0,6.010000228881836,4.599999904632568,0,0,1,0
1,4,1,3,0,4.0,2.0,6.659999847412109,5.400000095367432,0,0,1,0
1,3,6,2,7,2.0,1.0,6.0,6.0,0,0,1,0
1,2,1,2,11,2.0,2.0,4.650000095367432,5.0,0,0,1,0
1,2,1,2,0,4.0,1.0,4.5,6.200000047683716,0,0,1,0
1,3,1,3,3,3.0,2.0,4.829999923706055,7.0,0,0,1,0
1,1,4,2,0,0.0,0.0,0.0,5.199999809265137,0,0,1,0
1,1,1,3,0,4.0,0.0,7.320000171661377,5.75,0,0,1,0
1,3,3,2,0,3.0,1.0,5.340000152587891,7.0,0,0,1,0
1,1,7,2,0,4.0,0.0,7.5,5.200000047683716,0,0,1,0
1,5,3,2,1,4.0,0.0,8.020000457763672,6.800000190734863,0,0,1,0
1,4,1,3,0,3.0,4.0,8.65999984741211,5.5,0,0,1,0
1,1,2,2,1,3.0,2.0,7.320000171661377,6.800000190734863,0,0,1,0
1,1,1,3,0,4.0,4.0,5.5,8.199999809265137,0,0,1,0
1,1,7,3,0,4.0,1.0,7.5,8.5,0,0,1,0
1,1,1,2,1,3.0,1.0,7.599999904632568,8.349999904632568,0,0,1,0
1,1,1,2,0,3.0,2.0,4.0,7.0,0,0,1,0
1,1,1,2,10,3.0,0.0,5.599999904632568,8.5,0,0,1,0
1,1,1,2,8,4.0,0.0,8.670000076293945,9.099999904632568,0,0,1,0
1,1,2,2,0,4.0,1.0,8.0,10.0,0,0,1,0
1,3,6,2,0,2.0,0.0,5.989999771118164,4.5,0,0,1,0
1,4,5,2,1,3.0,1.0,6.664999961853027,4.699999809265137,0,0,1,0
1,1,1,2,1,4.0,2.0,5.994999885559082,7.25,0,0,1,0
1,4,1,2,7,4.0,0.0,0.0,7.400000095367432,0,0,1,0
1,1,2,3,6,3.0,0.0,8.010000228881836,5.650000095367432,0,0,1,0
1,3,4,2,10,4.0,1.0,7.0,6.0,0,0,1,0
1,4,1,3,1,4.0,3.0,6.0,6.0,0,0,1,0
1,4,3,2,0,4.0,1.0,6.650000095367432,10.0,0,0,1,0
1,2,1,2,0,3.0,1.0,0.0,4.699999809265137,0,0,1,0
1,2,2,2,6,3.0,1.0,6.0,5.950000047683716,0,0,1,0
1,2,4,3,3,3.0,2.0,8.0,6.150000095367432,0,0,1,0
1,3,2,2,0,4.0,0.0,0.0,6.049999952316284,0,0,1,0
1,1,2,2,4,3.0,2.0,5.0,4.5,0,0,1,0
1,4,6,3,3,4.0,2.0,7.329999923706055,5.450000047683716,0,0,1,0
1,1,3,2,0,3.0,1.0,5.329999923706055,7.400000095367432,0,0,1,0
1,2,4,2,0,3.0,2.0,7.0,5.0,0,0,1,0
1,2,2,3,10,4.0,1.0,7.0,7.199999809265137,0,0,1,0
1,5,1,2,0,3.0,2.0,4.0,6.549999952316284,0,0,1,0
1,3,3,2,0,4.0,1.0,6.659999847412109,7.150000095367432,0,0,1,0
1,3,4,2,1,2.0,2.0,6.0,8.0,0,0,1,0
1,1,2,3,9,3.0,1.0,6.329999923706055,8.5,0,0,1,0
1,5,1,2,0,4.0,2.0,7.260000228881836,7.75,0,0,1,0
1,1,2,2,3,3.0,1.0,7.320000171661377,7.099999904632568,0,0,1,0
1,3,4,2,9,3.0,2.0,4.0,5.699999809265137,0,0,1,0
1,1,2,3,9,4.0,1.0,7.549999952316284,7.099999904632568,0,0,1,0
1,1,2,2,0,4.0,2.0,7.989999771118164,4.950000047683716,0,0,1,0
1,1,3,3,1,4.0,0.0,4.650000095367432,9.099999904632568,0,0,1,0
1,1,1,2,1,4.0,1.0,6.460000038146973,5.299999952316284,0,0,1,0
1,5,1,2,0,4.0,2.0,6.659999847412109,3.709999990463257,0,0,1,0
1,3,1,2,0,4.0,4.0,6.585000038146973,8.0,0,0,1,0
1,1,7,3,0,4.0,0.0,6.370000123977661,9.0,0,0,1,0
1,4,1,2,0,4.0,2.0,3.3399999141693115,6.299999952316284,0,0,1,0
1,3,1,3,1,4.0,2.0,4.5,6.849999904632568,0,0,1,0
1,1,9,2,1,4.0,1.0,8.65999984741211,7.5,0,0,1,0
1,5,7,2,0,4.0,2.0,8.0,6.400000095367432,0,0,1,0
1,2,6,3,0,3.0,1.0,6.6600000858306885,4.0,0,0,1,0
1,5,1,2,3,4.0,0.0,4.659999847412109,4.450000047683716,0,0,1,0
1,2,1,3,3,4.0,2.0,7.099999904632568,8.150000095367432,0,0,1,0
1,5,1,2,0,4.0,2.0,7.0,9.199999809265137,0,0,1,0
1,1,2,2,0,4.0,0.0,7.329999923706055,7.75,0,0,1,0
1,2,6,2,0,0.0,0.0,6.010000228881836,5.099999904632568,0,0,1,0
1,4,3,2,3,4.0,2.0,5.0,5.400000095367432,0,0,1,0
1,1,1,2,0,3.0,0.0,5.980000019073486,6.799999952316284,0,0,1,0
1,1,4,2,0,4.0,0.0,8.625,7.599999904632568,0,0,1,0
1,3,4,2,0,4.0,2.0,5.6549999713897705,6.400000095367432,0,0,1,0
1,4,1,2,3,4.0,0.0,6.0,5.700000047683716,0,0,1,0
1,4,1,3,5,4.0,1.0,9.34000015258789,6.800000190734863,0,0,1,0
1,3,6,2,0,4.0,1.0,6.650000095367432,6.5,0,0,1,0
1,5,1,2,0,4.0,0.0,7.340000152587891,9.0,0,0,1,0
1,3,6,2,1,3.0,0.0,4.829999923706055,4.0,0,0,1,0
1,5,1,2,0,4.0,2.0,5.340000152587891,6.400000095367432,0,0,1,0
1,1,1,2,0,3.0,2.0,6.650000095367432,6.900000095367432,0,0,1,0
1,2,3,2,0,4.0,1.0,6.670000076293945,5.0,0,0,1,0
1,1,2,2,0,4.0,2.0,8.0,8.0,0,0,1,0
1,1,2,2,0,4.0,4.0,4.670000076293945,6.6000001430511475,0,0,1,0
1,1,1,2,0,3.0,2.0,6.659999847412109,8.0,0,0,1,0
1,2,2,2,1,2.0,2.0,1.5,2.899999976158142,0,0,1,0
1,2,2,3,0,4.0,3.0,4.659999847412109,6.049999952316284,0,0,1,0
1,1,3,2,4,4.0,2.0,7.420000076293945,8.349999904632568,0,0,1,0
1,1,3,3,0,4.0,0.0,6.75,6.200000047683716,0,0,1,0
1,2,2,2,1,4.0,1.0,7.329999923706055,8.300000190734863,0,0,1,0
1,1,4,2,0,2.0,1.0,5.989999771118164,4.900000095367432,0,0,1,0
1,4,3,2,0,4.0,1.0,8.0,8.5,0,0,1,0
1,3,5,2,0,4.0,0.0,8.0,6.800000190734863,0,0,1,0
1,1,2,2,0,4.0,1.0,5.989999771118164,3.2125,0,0,1,0
1,5,7,2,0,3.0,2.0,6.650000095367432,4.5,0,0,1,0
1,5,2,3,0,4.0,2.0,5.599999904632568,7.25,0,0,1,0
1,1,2,3,0,4.0,2.0,5.989999771118164,8.100000381469727,0,0,1,0
1,2,3,3,0,3.0,3.0,7.329999923706055,6.0,0,0,1,0
1,2,2,2,0,4.0,0.0,7.329999923706055,8.399999618530273,0,0,1,0
1,1,5,2,0,3.0,1.0,5.587500095367432,0.0,0,0,1,0
1,1,2,2,0,4.0,2.0,4.670000076293945,3.9000000953674316,0,0,1,0
1,1,3,3,0,3.0,1.0,5.989999771118164,5.849999904632568,0,0,1,0
1,1,7,3,0,4.0,1.0,5.320000171661377,5.900000095367432,0,0,1,0
1,1,3,2,0,3.0,1.0,7.340000152587891,8.625,0,0,1,0
1,4,1,2,0,4.0,2.0,6.75,6.599999904632568,0,0,1,0
1,3,1,2,0,3.0,1.0,5.980000019073486,4.0,0,0,1,0
1,4,3,2,3,4.0,4.0,7.260000228881836,8.199999809265137,0,0,1,0
1,1,2,2,3,3.0,1.0,8.399999618530273,5.199999809265137,0,0,1,0
1,2,1,3,0,3.0,2.0,6.659999847412109,5.349999904632568,0,0,1,0
1,5,8,2,10,4.0,2.0,5.989999771118164,6.700000047683716,0,0,1,0
1,1,5,3,3,3.0,2.0,6.0,5.300000190734863,0,0,1,0
1,2,1,3,0,3.0,4.0,5.994999885559082,6.849999904632568,0,0,1,1
1,5,8,3,3,4.0,1.0,6.150000095367432,5.5,0,0,1,0
1,1,4,3,5,3.0,0.0,7.320000171661377,7.900000095367432,0,0,1,0
1,2,2,2,0,4.0,3.0,7.199999809265137,7.5,0,0,1,0
1,1,1,2,1,4.0,0.0,8.0,5.0,0,0,1,0
1,2,2,2,24,1.0,1.0,7.330000162124634,3.799999952316284,0,0,1,0
1,5,1,2,0,3.0,2.0,5.340000152587891,7.75,0,0,1,0
1,1,4,3,1,4.0,2.0,8.0,6.400000095367432,0,0,1,0
1,2,2,2,0,3.0,1.0,7.549999952316284,7.0,0,0,1,0
1,2,2,2,7,4.0,0.0,6.329999923706055,8.300000190734863,0,0,1,0
1,1,1,2,0,4.0,1.0,8.0,9.0,0,0,1,0
1,3,1,2,12,3.0,1.0,7.325000047683716,5.799999952316284,0,0,1,0
1,1,2,3,3,1.0,1.0,6.659999847412109,5.0,0,0,1,0
1,3,4,2,0,3.0,1.0,5.794999837875366,4.0,0,0,1,0
1,1,2,2,1,2.0,1.0,7.199999809265137,6.0,0,0,1,0
1,4,1,2,0,3.0,1.0,3.5,7.099999904632568,0,0,1,0
1,2,6,3,6,3.0,0.0,6.5,4.5,0,0,1,0
1,5,1,3,0,4.0,0.0,8.579999923706055,6.599999904632568,0,0,1,0
1,5,3,3,0,4.0,2.0,8.400000095367432,8.75,0,0,1,0
1,1,2,2,0,4.0,2.0,8.0,6.0,0,0,1,0
1,1,8,2,0,3.0,1.0,4.639999866485596,5.099999904632568,0,0,1,0
1,2,1,2,0,4.0,4.0,7.320000171661377,7.400000095367432,0,0,1,0
1,1,2,3,0,4.0,2.0,5.329999923706055,5.150000095367432,0,0,1,0
1,2,2,2,0,3.0,1.0,6.575000047683716,4.800000190734863,0,0,1,0
1,4,1,3,0,4.0,1.0,8.0,7.199999809265137,0,0,1,0
1,5,1,2,0,4.0,0.0,8.670000076293945,8.5,0,0,1,0
1,2,4,2,1,2.0,1.0,3.6614999771118164,3.25,0,0,1,0
1,2,7,3,0,2.0,3.0,6.650000095367432,5.300000190734863,0,0,1,0
1,1,3,2,1,4.0,3.0,7.989999771118164,4.799999952316284,0,0,1,1
1,1,7,2,0,2.0,1.0,3.5,4.0,0,0,1,0
1,3,1,2,0,3.0,4.0,4.375,5.099999904632568,0,0,1,0
1,5,3,3,0,3.0,1.0,5.320000171661377,1.5,0,0,1,0
1,4,1,3,0,4.0,2.0,6.0,10.0,0,0,1,0
1,4,8,2,1,3.0,1.0,7.329999923706055,7.400000095367432,0,0,1,0
1,1,2,2,0,4.0,0.0,7.599999904632568,7.400000095367432,0,0,1,1
1,1,2,2,10,3.0,1.0,7.989999771118164,5.75,0,0,1,0
1,1,6,2,0,2.0,1.0,0.0,7.75,0,0,1,0
1,1,1,2,0,4.0,0.0,5.980000019073486,6.400000095367432,0,0,1,0
1,1,2,2,1,4.0,1.0,6.679999828338623,7.0,0,0,1,0
1,4,1,2,0,3.0,1.0,8.65999984741211,6.699999809265137,0,0,1,0
1,4,1,2,1,3.0,1.0,3.9950000047683716,7.5,0,0,1,0
1,4,1,2,0,3.0,1.0,6.0,6.349999904632568,0,0,1,0
1,1,2,3,3,4.0,4.0,5.329999923706055,5.849999904632568,0,0,1,0
1,1,2,3,1,4.0,1.0,0.0,7.699999809265137,0,0,1,0
1,1,2,2,3,4.0,2.0,0.0,9.199999809265137,0,0,1,0
1,2,2,3,3,4.0,1.0,9.329999923706055,8.199999809265137,0,0,1,0
1,1,3,2,0,4.0,0.0,8.670000076293945,9.199999809265137,0,0,1,0
1,3,1,2,0,4.0,3.0,0.0,9.199999809265137,0,0,1,0
1,4,5,2,0,3.0,2.0,7.329999923706055,6.200000047683716,0,0,1,0
1,1,3,3,0,3.0,1.0,3.3399999141693115,5.850000023841858,0,0,1,0
1,3,1,2,0,3.0,0.0,7.329999923706055,4.0,0,0,1,0
1,5,3,3,0,4.0,3.0,6.0,8.5,0,0,1,0
1,5,3,2,0,3.0,3.0,7.934999942779541,8.099999904632568,0,0,1,0
1,4,1,2,3,4.0,1.0,7.329999923706055,6.400000095367432,0,0,1,0
1,3,1,2,3,3.0,3.0,7.099999904632568,5.700000047683716,0,0,1,0
1,3,3,2,0,4.0,1.0,0.0,9.0,0,0,1,0
